0	0	0.12405	NAN	0	0	NAN	
0.002	0	0.1308	NAN	0	0	NAN	
0.004	0	0.1467	0.13665	0	0	NAN	
0.006	0	0.14805	NAN	0	0	NAN	
0.008	0	0.13365	NAN	0	0	NAN	
0.01	0	0.1236	NAN	0	0	NAN	
0.012	0.005	0.1308	NAN	-0.000654	NAN	NAN	
0.014	0.005	0.14655	0.13665	-0.00073275	-0.00068325	NAN	
0.016	0.005	0.1482	NAN	-0.000741	NAN	NAN	
0.018	0.005	0.1341	NAN	-0.0006705	NAN	NAN	
0.02	0.005	0.1242	NAN	-0.000621	NAN	NAN	
0.022	0.01	0.1308	NAN	-0.001308	NAN	NAN	
0.024	0.01	0.14625	0.13665	-0.0014625	-0.0013665	NAN	
0.026	0.01	0.14805	NAN	-0.0014805	NAN	NAN	
0.028	0.01	0.13395	NAN	-0.0013395	NAN	NAN	
0.03	0.01	0.1242	NAN	-0.001242	NAN	NAN	
0.032	0.01	0.13095	NAN	-0.0013095	NAN	NAN	
0.034	0.015	0.1464	0.13686	-0.002196	-0.0020529	NAN	
0.036	0.015	0.14865	NAN	-0.00222975	NAN	NAN	
0.038	0.015	0.1341	NAN	-0.0020115	NAN	NAN	
0.04	0.015	0.12405	NAN	-0.00186075	NAN	NAN	
0.042	0.015	0.1305	NAN	-0.0019575	NAN	NAN	
0.044	0.02	0.1464	0.13665	-0.002928	-0.002733	NAN	
0.046	0.02	0.1482	NAN	-0.002964	NAN	NAN	
0.048	0.02	0.1341	NAN	-0.002682	NAN	NAN	
0.05	0.02	0.12435	NAN	-0.002487	NAN	NAN	
0.052	0.02	0.1308	NAN	-0.002616	NAN	NAN	
0.054	0.02	0.14625	0.13662	-0.002925	-0.0027324	NAN	
0.056	0.025	0.14805	NAN	-0.00370125	NAN	NAN	
0.058	0.025	0.13365	NAN	-0.00334125	NAN	NAN	
0.06	0.025	0.1239	NAN	-0.0030975	NAN	NAN	
0.062	0.025	0.1305	NAN	-0.0032625	NAN	NAN	
0.064	0.025	0.14655	0.13674	-0.00366375	-0.0034185	NAN	
0.066	0.03	0.14865	NAN	-0.0044595	NAN	NAN	
0.068	0.03	0.1341	NAN	-0.004023	NAN	NAN	
0.07	0.03	0.12405	NAN	-0.0037215	NAN	NAN	
0.072	0.03	0.1305	NAN	-0.003915	NAN	NAN	
0.074	0.03	0.1461	0.13662	-0.004383	-0.0040986	NAN	
0.076	0.03	0.1482	NAN	-0.004446	NAN	NAN	
0.078	0.035	0.13425	NAN	-0.00469875	NAN	NAN	
0.08	0.035	0.12405	NAN	-0.00434175	NAN	NAN	
0.082	0.035	0.1305	NAN	-0.0045675	NAN	NAN	
0.084	0.035	0.14625	0.13665	-0.00511875	-0.00478275	NAN	
0.086	0.035	0.14835	NAN	-0.00519225	NAN	NAN	
0.088	0.04	0.1341	NAN	-0.005364	NAN	NAN	
0.09	0.04	0.1239	NAN	-0.004956	NAN	NAN	
0.092	0.04	0.13005	NAN	-0.005202	NAN	NAN	
0.094	0.04	0.14565	0.13644	-0.005826	-0.0054576	NAN	
0.096	0.04	0.14835	NAN	-0.005934	NAN	NAN	
0.098	0.04	0.13425	NAN	-0.00537	NAN	NAN	
0.1	0.045	0.1242	NAN	-0.005589	NAN	NAN	
0.102	0.045	0.1305	NAN	-0.0058725	NAN	NAN	
0.104	0.045	0.14625	0.13668	-0.00658125	-0.0061506	NAN	
0.106	0.045	0.14835	NAN	-0.00667575	NAN	NAN	
0.108	0.045	0.1341	NAN	-0.0060345	NAN	NAN	
0.11	0.05	0.1239	NAN	-0.006195	NAN	NAN	
0.112	0.05	0.1302	NAN	-0.00651	NAN	NAN	
0.114	0.05	0.1461	0.13662	-0.007305	-0.006831	NAN	
0.116	0.05	0.1485	NAN	-0.007425	NAN	NAN	
0.118	0.05	0.1344	NAN	-0.00672	NAN	NAN	
0.12	0.05	0.12375	NAN	-0.0061875	NAN	NAN	
0.122	0.055	0.1302	NAN	-0.007161	NAN	NAN	
0.124	0.055	0.14565	0.1365	-0.00801075	-0.0075075	NAN	
0.126	0.055	0.1485	NAN	-0.0081675	NAN	NAN	
0.128	0.055	0.1344	NAN	-0.007392	NAN	NAN	
0.13	0.055	0.1242	NAN	-0.006831	NAN	NAN	
0.132	0.06	0.13065	NAN	-0.007839	NAN	NAN	
0.134	0.06	0.1461	0.13671	-0.008766	-0.0082026	NAN	
0.136	0.06	0.1482	NAN	-0.008892	NAN	NAN	
0.138	0.06	0.1344	NAN	-0.008064	NAN	NAN	
0.14	0.06	0.12375	NAN	-0.007425	NAN	NAN	
0.142	0.06	0.12975	NAN	-0.007785	NAN	NAN	
0.144	0.065	0.1458	0.13641	-0.009477	-0.00886665	NAN	
0.146	0.065	0.14835	NAN	-0.00964275	NAN	NAN	
0.148	0.065	0.1344	NAN	-0.008736	NAN	NAN	
0.15	0.065	0.1239	NAN	-0.0080535	NAN	NAN	
0.152	0.065	0.13005	NAN	-0.00845325	NAN	NAN	
0.154	0.07	0.14565	0.13644	-0.0101955	-0.0095508	NAN	
0.156	0.07	0.1482	NAN	-0.010374	NAN	NAN	
0.158	0.07	0.1344	NAN	-0.009408	NAN	NAN	
0.16	0.07	0.12405	NAN	-0.0086835	NAN	NAN	
0.162	0.07	0.13005	NAN	-0.0091035	NAN	NAN	
0.164	0.07	0.14565	0.13653	-0.0101955	-0.0095571	NAN	
0.166	0.075	0.1485	NAN	-0.0111375	NAN	NAN	
0.168	0.075	0.1344	NAN	-0.01008	NAN	NAN	
0.17	0.075	0.12375	NAN	-0.00928125	NAN	NAN	
0.172	0.075	0.1296	NAN	-0.00972	NAN	NAN	
0.174	0.075	0.14535	0.13629	-0.01090125	-0.01022175	NAN	
0.176	0.08	0.1485	NAN	-0.01188	NAN	NAN	
0.178	0.08	0.13425	NAN	-0.01074	NAN	NAN	
0.18	0.08	0.12405	NAN	-0.009924	NAN	NAN	
0.182	0.08	0.13005	NAN	-0.010404	NAN	NAN	
0.184	0.08	0.1452	0.13632	-0.011616	-0.0109056	NAN	
0.186	0.08	0.1482	NAN	-0.011856	NAN	NAN	
0.188	0.085	0.1341	NAN	-0.0113985	NAN	NAN	
0.19	0.085	0.12375	NAN	-0.01051875	NAN	NAN	
0.192	0.085	0.1299	NAN	-0.0110415	NAN	NAN	
0.194	0.085	0.1455	0.13644	-0.0123675	-0.0115974	NAN	
0.196	0.085	0.14835	NAN	-0.01260975	NAN	NAN	
0.198	0.09	0.1347	NAN	-0.012123	NAN	NAN	
0.2	0.09	0.1239	NAN	-0.011151	NAN	NAN	
0.202	0.09	0.1296	NAN	-0.011664	NAN	NAN	
0.204	0.09	0.1449	0.13617	-0.013041	-0.0122553	NAN	
0.206	0.09	0.1482	NAN	-0.013338	NAN	NAN	
0.208	0.09	0.13425	NAN	-0.0120825	NAN	NAN	
0.21	0.095	0.1239	NAN	-0.0117705	NAN	NAN	
0.212	0.095	0.1296	NAN	-0.012312	NAN	NAN	
0.214	0.095	0.1452	0.13638	-0.013794	-0.0129561	NAN	
0.216	0.095	0.1485	NAN	-0.0141075	NAN	NAN	
0.218	0.095	0.1347	NAN	-0.0127965	NAN	NAN	
0.22	0.1	0.12405	NAN	-0.012405	NAN	NAN	
0.222	0.1	0.12915	NAN	-0.012915	NAN	NAN	
0.224	0.1	0.1452	0.13638	-0.01452	-0.013638	NAN	
0.226	0.1	0.14865	NAN	-0.014865	NAN	NAN	
0.228	0.1	0.13485	NAN	-0.013485	NAN	NAN	
0.23	0.1	0.12375	NAN	-0.012375	NAN	NAN	
0.232	0.105	0.1293	NAN	-0.0135765	NAN	NAN	
0.234	0.105	0.1449	0.13611	-0.0152145	-0.01429155	NAN	
0.236	0.105	0.14835	NAN	-0.01557675	NAN	NAN	
0.238	0.105	0.13425	NAN	-0.01409625	NAN	NAN	
0.24	0.105	0.12375	NAN	-0.01299375	NAN	NAN	
0.242	0.11	0.12945	NAN	-0.0142395	NAN	NAN	
0.244	0.11	0.14535	0.13638	-0.0159885	-0.0150018	NAN	
0.246	0.11	0.14835	NAN	-0.0163185	NAN	NAN	
0.248	0.11	0.135	NAN	-0.01485	NAN	NAN	
0.25	0.11	0.1239	NAN	-0.013629	NAN	NAN	
0.252	0.11	0.129	NAN	-0.01419	NAN	NAN	
0.254	0.115	0.14475	0.13623	-0.01664625	-0.01566645	NAN	
0.256	0.115	0.14865	NAN	-0.01709475	NAN	NAN	
0.258	0.115	0.13485	NAN	-0.01550775	NAN	NAN	
0.26	0.115	0.1242	NAN	-0.014283	NAN	NAN	
0.262	0.115	0.12945	NAN	-0.01488675	NAN	NAN	
0.264	0.12	0.1449	0.13632	-0.017388	-0.0163584	NAN	
0.266	0.12	0.14835	NAN	-0.017802	NAN	NAN	
0.268	0.12	0.1347	NAN	-0.016164	NAN	NAN	
0.27	0.12	0.12375	NAN	-0.01485	NAN	NAN	
0.272	0.12	0.1293	NAN	-0.015516	NAN	NAN	
0.274	0.12	0.1449	0.13635	-0.017388	-0.016362	NAN	
0.276	0.125	0.14865	NAN	-0.01858125	NAN	NAN	
0.278	0.125	0.13515	NAN	-0.01689375	NAN	NAN	
0.28	0.125	0.1239	NAN	-0.0154875	NAN	NAN	
0.282	0.125	0.12915	NAN	-0.01614375	NAN	NAN	
0.284	0.125	0.14475	0.13632	-0.01809375	-0.01704	NAN	
0.286	0.13	0.1488	NAN	-0.019344	NAN	NAN	
0.288	0.13	0.135	NAN	-0.01755	NAN	NAN	
0.29	0.13	0.1242	NAN	-0.016146	NAN	NAN	
0.292	0.13	0.1293	NAN	-0.016809	NAN	NAN	
0.294	0.13	0.14505	0.13641	-0.0188565	-0.0177333	NAN	
0.296	0.13	0.14865	NAN	-0.0193245	NAN	NAN	
0.298	0.135	0.13485	NAN	-0.01820475	NAN	NAN	
0.3	0.135	0.12375	NAN	-0.01670625	NAN	NAN	
0.302	0.135	0.12915	NAN	-0.01743525	NAN	NAN	
0.304	0.135	0.14505	0.13638	-0.01958175	-0.0184113	NAN	
0.306	0.135	0.14865	NAN	-0.02006775	NAN	NAN	
0.308	0.14	0.1353	NAN	-0.018942	NAN	NAN	
0.31	0.14	0.12435	NAN	-0.017409	NAN	NAN	
0.312	0.14	0.129	NAN	-0.01806	NAN	NAN	
0.314	0.14	0.1446	0.13629	-0.020244	-0.0190806	NAN	
0.316	0.14	0.1485	NAN	-0.02079	NAN	NAN	
0.318	0.145	0.135	NAN	-0.019575	NAN	NAN	
0.32	0.145	0.12405	NAN	-0.01798725	NAN	NAN	
0.322	0.145	0.1293	NAN	-0.0187485	NAN	NAN	
0.324	0.145	0.14505	0.13647	-0.02103225	-0.01978815	NAN	
0.326	0.145	0.1488	NAN	-0.021576	NAN	NAN	
0.328	0.145	0.13515	NAN	-0.01959675	NAN	NAN	
0.33	0.15	0.12375	NAN	-0.0185625	NAN	NAN	
0.332	0.15	0.129	NAN	-0.01935	NAN	NAN	
0.334	0.15	0.14475	0.13635	-0.0217125	-0.0204525	NAN	
0.336	0.15	0.1488	NAN	-0.02232	NAN	NAN	
0.338	0.15	0.13545	NAN	-0.0203175	NAN	NAN	
0.34	0.155	0.1239	NAN	-0.0192045	NAN	NAN	
0.342	0.155	0.129	NAN	-0.019995	NAN	NAN	
0.344	0.155	0.1446	0.13626	-0.022413	-0.0211203	NAN	
0.346	0.155	0.14865	NAN	-0.02304075	NAN	NAN	
0.348	0.155	0.13515	NAN	-0.02094825	NAN	NAN	
0.35	0.155	0.1242	NAN	-0.019251	NAN	NAN	
0.352	0.16	0.12915	NAN	-0.020664	NAN	NAN	
0.354	0.16	0.1446	0.13647	-0.023136	-0.0218352	NAN	
0.356	0.16	0.14895	NAN	-0.023832	NAN	NAN	
0.358	0.16	0.13545	NAN	-0.021672	NAN	NAN	
0.36	0.16	0.12375	NAN	-0.0198	NAN	NAN	
0.362	0.165	0.1287	NAN	-0.0212355	NAN	NAN	
0.364	0.165	0.1443	0.13614	-0.0238095	-0.0224631	NAN	
0.366	0.165	0.14865	NAN	-0.02452725	NAN	NAN	
0.368	0.165	0.1353	NAN	-0.0223245	NAN	NAN	
0.37	0.165	0.1245	NAN	-0.0205425	NAN	NAN	
0.372	0.165	0.1293	NAN	-0.0213345	NAN	NAN	
0.374	0.17	0.1446	0.13653	-0.024582	-0.0232101	NAN	
0.376	0.17	0.1488	NAN	-0.025296	NAN	NAN	
0.378	0.17	0.13545	NAN	-0.0230265	NAN	NAN	
0.38	0.17	0.12375	NAN	-0.0210375	NAN	NAN	
0.382	0.17	0.12885	NAN	-0.0219045	NAN	NAN	
0.384	0.175	0.1449	0.13638	-0.0253575	-0.0238665	NAN	
0.386	0.175	0.1488	NAN	-0.02604	NAN	NAN	
0.388	0.175	0.1356	NAN	-0.02373	NAN	NAN	
0.39	0.175	0.1242	NAN	-0.021735	NAN	NAN	
0.392	0.175	0.1284	NAN	-0.02247	NAN	NAN	
0.394	0.175	0.1437	0.13614	-0.0251475	-0.0238245	NAN	
0.396	0.18	0.1485	NAN	-0.02673	NAN	NAN	
0.398	0.18	0.1359	NAN	-0.024462	NAN	NAN	
0.4	0.18	0.1245	NAN	-0.02241	NAN	NAN	
0.402	0.18	0.129	NAN	-0.02322	NAN	NAN	
0.404	0.18	0.1443	0.1365	-0.025974	-0.02457	NAN	
0.406	0.185	0.1491	NAN	-0.0275835	NAN	NAN	
0.408	0.185	0.1356	NAN	-0.025086	NAN	NAN	
0.41	0.185	0.12405	NAN	-0.02294925	NAN	NAN	
0.412	0.185	0.12885	NAN	-0.02383725	NAN	NAN	
0.414	0.185	0.1443	0.13638	-0.0266955	-0.0252303	NAN	
0.416	0.185	0.1491	NAN	-0.0275835	NAN	NAN	
0.418	0.19	0.1356	NAN	-0.025764	NAN	NAN	
0.42	0.19	0.1242	NAN	-0.023598	NAN	NAN	
0.422	0.19	0.1284	NAN	-0.024396	NAN	NAN	
0.424	0.19	0.14385	0.1362	-0.0273315	-0.025878	NAN	
0.426	0.19	0.14865	NAN	-0.0282435	NAN	NAN	
0.428	0.195	0.1359	NAN	-0.0265005	NAN	NAN	
0.43	0.195	0.12435	NAN	-0.02424825	NAN	NAN	
0.432	0.195	0.129	NAN	-0.025155	NAN	NAN	
0.434	0.195	0.14445	0.1365	-0.02816775	-0.0266175	NAN	
0.436	0.195	0.1491	NAN	-0.0290745	NAN	NAN	
0.438	0.195	0.1356	NAN	-0.026442	NAN	NAN	
0.44	0.2	0.12375	NAN	-0.02475	NAN	NAN	
0.442	0.2	0.12855	NAN	-0.02571	NAN	NAN	
0.444	0.2	0.144	0.13626	-0.0288	-0.027252	NAN	
0.446	0.2	0.1491	NAN	-0.02982	NAN	NAN	
0.448	0.2	0.1359	NAN	-0.02718	NAN	NAN	
